archive_id,page_id,page_name,partisan_lean,funding_entity,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,spend,impressions
934145371062562,299016790922,Bobby Eberle,,Bobby Eberle,2023-03-31,2023-03-31,,"WATCH THE SHOW with host BOBBY EBERLE!

Following the indictment of former President Trump by Manhattan District Attorney Alvin Bragg, Democrat Nancy Pelosi took to Twitter to show just how incompetent she is.  Pelosi noted that Trump will have a chance to ""prove innocence"" at his trial.  Seriously?

The media are trying to make the Nashville shooter's background disappear.  Plus, DHS Secretary Mayorkas still can't define an assault weapon.

Show starts at 6:30 pm central | Come early for the live chat at 6:00 pm

🇺🇸 LET'S REACH 150,000 SUBSCRIBERS! 🇺🇸 --> youtube.com/bobbyeberle13?sub_confirmation=1",149.5,27499
922807625596587,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-31,2023-03-31,,"Trump’s recent indictment is a turning point in bringing him to justice. 🚨But we must make sure legal consequences for Trump’s criminality don’t stop here.🚨

On top of his indictment on charges stemming from his illegal hush money payments to Stormy Daniels, Trump and his team also face indictment in Georgia for their attempts to overturn the state's 2020 election results. And the Justice Dept. is investigating Trump for his role in inciting the deadly Jan. 6 insurrection, as well as for hiding his possession of highly classified documents.

But Republicans in Congress and Trump's propaganda machine at Fox News, OAN, and Newsmax are trying to stop the prosecution. They’re spreading false claims that any charges against Trump are illegitimate. The MAGA Republicans in Congress are also threatening to cause a federal default if they can't defund any further investigations into Trump's crimes.

We cannot allow these Republican lies to take hold, potentially slowing down investigations or giving prosecutors pause about holding Trump accountable for his crimes. Together, we must show a massive wave of grassroots support for fully bringing him to justice.

That’s why MoveOn has just printed a big batch of these ""Convict Trump"" stickers, and we're giving them away for free, while supplies last. Order your free ""Convict Trump"" sticker now, place it somewhere visible, and share this message with your family and friends. Then, consider contributing to MoveOn’s work fighting Trump’s efforts to return to the White House in 2024.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,1499
458871719729081,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-31,2023-03-31,,"⚖️Donald Trump has just been INDICTED on charges stemming from his illegal hush money payments to Stormy Daniels before the 2016 election. It’s the first time in history a former president has been indicted.

🚨Let’s make sure legal consequences for Trump’s criminality don’t stop here.🚨

Trump and his team are also facing indictment in Georgia for their attempts to overturn the state's 2020 election results, and the Justice Dept. is investigating Trump for his role in inciting the deadly Jan. 6 insurrection, as well as for hiding his possession of highly classified documents.

We must increase pressure on law enforcement agencies to follow through on their cases against Trump. To spread the message, MoveOn has just printed a big batch of these ""Convict Trump"" stickers, and we're giving them away for FREE, while supplies last.

Click below to claim your free “Convict Trump” sticker now, and display it prominently to spread the word. And, if you can, consider giving to MoveOn’s work fighting Trump’s efforts to return to the White House in 2024.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,499
1138435860167828,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-03-31,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,1499
1336422233629758,436287566440567,Delegate Dave LaRock,,Dave LaRock for Delegate,2023-03-31,2023-03-31,,"The announcement that Manhattan's leftist District Attorney is charging former President Donald Trump with a misdemeanor and seeking his arrest, is not just an attack on a former president, it makes a mockery of the legal system of our great nation. Help me fight back against the take over of our legal system by these lawless Soros puppets by sending your most generous support for our campaign by 11:59 tonight, Friday, March 31st!

Read how this is personal for me here: https://www.votelarock.us/news/trump-indictment-its-personal-help-me-fight-back",49.5,3499
1444010283019155,123460781200,Alon Ben-Meir,,Alon Ben-Meir Inc,2023-03-31,2023-03-31,,"When the laws of the land are violated regularly and offenders escape justice, the result is anarchy. Obviously, Trump, like any other suspected offender, must be presumed innocent until proven guilty. True, this is the first time in the United States’ 246-year history that a president has been charged with crimes. While this is an aberration in this country, it has happened time and again in many other countries where heads of state have been charged with crimes, convicted, and served time in prison, including France, Italy, Argentina, Portugal, Romania, Japan, Pakistan, Turkey, and Israel, among others. Trump will face his day in court, he will be accorded legal protection and defense, and he will be treated fairly as required by law.

Trump’s indictment however also offers our country a time for reflection and healing. Whether or not Trump has committed the crimes for which he has been charged, Republicans are duty-bound to first allow the legal system to operate in the way it was intended to, and second not to float all manners of politically motivated and unsubstantiated claims that the former president is a victim of liberal conspiracies who are out to get him.

Over the past eight years, the country has gone through political turmoil unseen for generations. It is time to put the national interest above any one person’s or party’s political benefit. America has been a beacon of democracy and freedom, a novel experiment the world had never seen before. Every American patriot, regardless of political affiliation, must stop short of nothing to restore, protect, and defend the values, virtues, and valor on which America was founded. This is what made America great and this is what will preserve America’s greatness.",49.5,5499
6237677339632021,96935476345,Democratic Governors Association (DGA),left,"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",2023-03-31,2023-03-31,,"𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐅𝐑𝐎𝐌 𝐍𝐄𝐖 𝐘𝐎𝐑𝐊 𝐓𝐈𝐌𝐄𝐒: 𝐆𝐫𝐚𝐧𝐝 𝐉𝐮𝐫𝐲 𝐕𝐨𝐭𝐞𝐬 𝐭𝐨 𝐈𝐧𝐝𝐢𝐜𝐭 𝐃𝐨𝐧𝐚𝐥𝐝 𝐓𝐫𝐮𝐦𝐩 𝐢𝐧 𝐍𝐞𝐰 𝐘𝐨𝐫𝐤

This is the first time in our nation’s history a former president has been indicted on CRIMINAL charges. At this critical moment in history, we urgently need to hear where you stand. Our emergency poll deadline is 11:59 p.m. TONIGHT, and we still need 593 more responses, including yours! Tell us now: Should Donald Trump be held accountable?",49.5,499
225421643369333,101312698628642,Ryan Samuels,,Ryan Francis Samuels,2023-03-31,2023-03-31,,"Donald Trump has officially been indicted by a Manhattan Grand Jury. Ron DeSantis has refused to assist in extraditing the former President. Alvin Bragg, has secured Donald Trump to win the primary.",49.5,3499
132881036266534,96935476345,Democratic Governors Association (DGA),left,"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",2023-03-31,2023-03-31,,"𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐅𝐑𝐎𝐌 𝐍𝐄𝐖 𝐘𝐎𝐑𝐊 𝐓𝐈𝐌𝐄𝐒: 𝐆𝐫𝐚𝐧𝐝 𝐉𝐮𝐫𝐲 𝐕𝐨𝐭𝐞𝐬 𝐭𝐨 𝐈𝐧𝐝𝐢𝐜𝐭 𝐃𝐨𝐧𝐚𝐥𝐝 𝐓𝐫𝐮𝐦𝐩 𝐢𝐧 𝐍𝐞𝐰 𝐘𝐨𝐫𝐤

This is the first time in our nation’s history a former president has been indicted on CRIMINAL charges. At this critical moment in history, we urgently need to hear where you stand. Our emergency poll deadline is 11:59 p.m. TONIGHT, and we still need 593 more responses, including yours! Tell us now: Should Donald Trump be held accountable?",49.5,1499
581917033889075,96935476345,Democratic Governors Association (DGA),left,"Democratic Action, democraticgovernors.org, not authorized by any candidate or candidate's committee.",2023-03-31,2023-03-31,,"𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐅𝐑𝐎𝐌 𝐍𝐄𝐖 𝐘𝐎𝐑𝐊 𝐓𝐈𝐌𝐄𝐒: 𝐆𝐫𝐚𝐧𝐝 𝐉𝐮𝐫𝐲 𝐕𝐨𝐭𝐞𝐬 𝐭𝐨 𝐈𝐧𝐝𝐢𝐜𝐭 𝐃𝐨𝐧𝐚𝐥𝐝 𝐓𝐫𝐮𝐦𝐩 𝐢𝐧 𝐍𝐞𝐰 𝐘𝐨𝐫𝐤

This is the first time in our nation’s history a former president has been indicted on CRIMINAL charges. At this critical moment in history, we urgently need to hear where you stand. Our emergency poll deadline is 11:59 p.m. TONIGHT, and we still need 593 more responses, including yours! Tell us now: Should Donald Trump be held accountable?",49.5,499
249584990832374,182079698493370,Portside,,Portside,2023-03-30,2023-03-31,,"Former President Donald Trump was indicted today by a New York Grand Jury for criminal violations that may have occurred when Trump’s team paid two women to stay silent about alleged affairs with candidate Trump in 2016.   This might be just the first part of the initial shoe to drop in a possible ongoing larger financial investigation the former President, the Trump family and the Trump empire.",49.5,5499
774779130503403,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-30,2023-03-31,,"STAND WITH PRESIDENT TRUMP

We are living through the darkest chapter of American history.

The Radical Left – the enemy of the hard-working men and women of this country – have INDICTED me in a disgusting witch hunt.

Never before in our Nation’s history has this been done. 

Ever since I ran for president as a complete political outsider, the corrupt ruling class has tried to shut down our America First movement. 

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.

WE WILL MAKE AMERICA GREAT AGAIN!

Please make a contribution of $47 or more by 11:59 P.M. to help DEFEND our movement from the never-ending witch hunts during these dark times – and we’ll send you your very own “I Stand with President Trump” T-shirt for FREE.",549.5,12499
511475311201810,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"For the first time in history, a former president—Donald Trump—has been indicted. A New York Grand Jury has indicted him on felony charges, demonstrating that Trump is not above the law. Sign the petition today to join nearly 300,000 voices demanding federal prosecutors charge Trump and hold him accountable for ALL of his crimes. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,4499
1171973220175479,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"For the first time in history, a former president—Donald Trump—has been indicted. A New York Grand Jury has indicted him on felony charges, demonstrating that Trump is not above the law. Sign the petition today to join nearly 300,000 voices demanding federal prosecutors charge Trump and hold him accountable for ALL of his crimes. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,499
614912503398986,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
1715214468908636,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,4499
1334830487086718,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
1611392269333092,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,2499
132878999747061,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,7499
8949249045148332,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
575234334582496,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,2499
197330296338122,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
239974831828053,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
143473811998505,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,4499
170046055905567,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
1862334887484306,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,6499
935264540848928,115018467027945,LaLa Sassafras,,,2023-03-31,2023-03-31,2023-04-01,"The reviews are in for our children's line, and there's no doubt about it - customers love our progressive messaging! Just take a look at some of these reviews from valued customers.

#Reviews #ChildrensLine #ProgressiveMessaging #ProtectTransKids #AllyInAction #LoveIsLove #StandUpForWhatIsRight #StandUp #GlobalWarming #NotCoolBro #Liberal #Satire #Humor #Hate #NegativeComments #PositiveComments #Judgment #Conservatives #Liberals #TrumpIndictment #Trump #Biden #UseYourVoice #ChildrensApparel #Apparel #Progressive #Christians #YourChristiansAreSoUnlikeYourChrist #Gandhi #Quote #LaLaSassafras",49.5,1499
162438126732249,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"For the first time in history, a former president—Donald Trump—has been indicted. A New York Grand Jury has indicted him on felony charges, demonstrating that Trump is not above the law. Sign the petition today to join nearly 300,000 voices demanding federal prosecutors charge Trump and hold him accountable for ALL of his crimes. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,499
1271558543761500,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"For the first time in history, a former president—Donald Trump—has been indicted. A New York Grand Jury has indicted him on felony charges, demonstrating that Trump is not above the law. Sign the petition today to join nearly 300,000 voices demanding federal prosecutors charge Trump and hold him accountable for ALL of his crimes. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,5499
1249792499254294,120972010936001,Bayou Weekly,,Bayou Weekly,2023-03-30,2023-03-31,,The LIBERALS Have Indicted President Trump! We need to stand up & Support Him Now More Than Ever!,49.5,3499
766980844795772,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"Donald Trump has been indicted by a New York Grand Jury in regards to illegal hush money payments he made to Stormy Daniels before the 2016 election, marking the first time in history that a former president has been indicted. Trump has a decades-long history of criminality and corruption and has dodged the legal consequences of his actions for too long. Add your name today to demand that federal prosecutors charge Trump for his crimes, and join the massive wave of grassroots support for finally bringing him to justice. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,499
1195467214505403,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"For the first time in history, a former president—Donald Trump—has been indicted. A New York Grand Jury has indicted him on felony charges, demonstrating that Trump is not above the law. Sign the petition today to join nearly 300,000 voices demanding federal prosecutors charge Trump and hold him accountable for ALL of his crimes. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,2499
544851624444098,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-30,2023-03-31,,"🚨 BREAKING: I’VE BEEN INDICTED!

We are living through the darkest chapter of American history.

The Radical Left – the enemy of the hard-working men and women of this country – have INDICTED me in a disgusting witch hunt.

Never before in our Nation’s history has this been done. 

From the time I came down the golden escalator at Trump Tower and even before I was sworn in as your President of the United States, the Radical Left Democrats have been engaged in a witch hunt to destroy our movement.

Ever since I ran for president as a complete political outsider, the corrupt ruling class has tried to shut down our America First movement. 

But I promise you this: This Witch Hunt will BACKFIRE MASSIVELY on Joe Biden. 

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.

WE WILL MAKE AMERICA GREAT AGAIN!

Please make a contribution – of truly any amount – to defend our movement from the never-ending witch hunts and WIN the WHITE HOUSE in 2024.",449.5,4499
240107855061789,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-30,2023-03-31,,"🚨 BREAKING: I’VE BEEN INDICTED!

The Radical Left – the enemy of the hard-working men and women of this country – have just INDICTED me in a disgusting witch hunt.

The Deep State will use anything at their disposal to shut down the one political movement that puts YOU first.

But I promise you this: This Witch Hunt will BACKFIRE MASSIVELY on Joe Biden.

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.
 
Please contribute any amount to defend our movement from the never-ending witch hunts and WIN the WHITE HOUSE in 2024.",2749.5,22499
538004874912949,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"Donald Trump has been indicted by a New York Grand Jury in regards to illegal hush money payments he made to Stormy Daniels before the 2016 election, marking the first time in history that a former president has been indicted. Trump has a decades-long history of criminality and corruption and has dodged the legal consequences of his actions for too long. Add your name today to demand that federal prosecutors charge Trump for his crimes, and join the massive wave of grassroots support for finally bringing him to justice. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,499
767060534766655,153080620724,Donald J. Trump,right,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,2023-03-30,2023-03-31,,"🚨 BREAKING: I’VE BEEN INDICTED!

The Radical Left – the enemy of the hard-working men and women of this country – have just INDICTED me in a disgusting witch hunt.

The Deep State will use anything at their disposal to shut down the one political movement that puts YOU first.

But I promise you this: This Witch Hunt will BACKFIRE MASSIVELY on Joe Biden.

With your support, we will write the next great chapter of American history – and 2024 will forever go down as the year we saved our Republic.
 
Please contribute any amount to defend our movement from the never-ending witch hunts and WIN the WHITE HOUSE in 2024.",149.5,1499
596463372159315,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"For the first time in history, a former president—Donald Trump—has been indicted. A New York Grand Jury has indicted him on felony charges, demonstrating that Trump is not above the law. Sign the petition today to join nearly 300,000 voices demanding federal prosecutors charge Trump and hold him accountable for ALL of his crimes. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,1499
169831389215905,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-30,2023-03-31,,"Donald Trump has been indicted by a New York Grand Jury in regards to illegal hush money payments he made to Stormy Daniels before the 2016 election, marking the first time in history that a former president has been indicted. Trump has a decades-long history of criminality and corruption and has dodged the legal consequences of his actions for too long. Add your name today to demand that federal prosecutors charge Trump for his crimes, and join the massive wave of grassroots support for finally bringing him to justice. (Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.)",49.5,1499
159397530385657,1099089066943112,MAGA Louisiana,,MAGA Louisiana,2023-03-31,2023-03-31,,The LIBERALS Have Indicted President Trump! We need to stand up & Support Him Now More Than Ever!,49.5,499
6044515992290950,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-31,2023-03-31,,"Trump’s recent indictment is a turning point in bringing him to justice. 🚨But we must make sure legal consequences for Trump’s criminality don’t stop here.🚨

On top of his indictment on charges stemming from his illegal hush money payments to Stormy Daniels, Trump and his team also face indictment in Georgia for their attempts to overturn the state's 2020 election results. And the Justice Dept. is investigating Trump for his role in inciting the deadly Jan. 6 insurrection, as well as for hiding his possession of highly classified documents.

But Republicans in Congress and Trump's propaganda machine at Fox News, OAN, and Newsmax are trying to stop the prosecution. They’re spreading false claims that any charges against Trump are illegitimate. The MAGA Republicans in Congress are also threatening to cause a federal default if they can't defund any further investigations into Trump's crimes.

We cannot allow these Republican lies to take hold, potentially slowing down investigations or giving prosecutors pause about holding Trump accountable for his crimes. Together, we must show a massive wave of grassroots support for fully bringing him to justice.

That’s why MoveOn has just printed a big batch of these ""Convict Trump"" stickers, and we're giving them away for free, while supplies last. Order your free ""Convict Trump"" sticker now, place it somewhere visible, and share this message with your family and friends. Then, consider contributing to MoveOn’s work fighting Trump’s efforts to return to the White House in 2024.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,499
1254536115501276,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,2499
149943914672680,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,3499
3400804663527526,2353537341582545,Proud Patriots,right,Proud Patriots,2023-03-30,2023-03-31,,"✅ ""I Stand With Trump"" Shirt
🇺🇸 Only $5... You'd Be CRAZY to miss this
🤔 Do you think he should be arrested?",49.5,4499
1469279513812671,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,499
134502132751794,7292655492,MoveOn,left,MOVEON.ORG POLITICAL ACTION,2023-03-31,2023-04-01,,"Trump’s recent indictment is a turning point in bringing him to justice. 🚨But we must make sure legal consequences for Trump’s criminality don’t stop here.🚨

On top of his indictment on charges stemming from his illegal hush money payments to Stormy Daniels, Trump and his team also face indictment in Georgia for their attempts to overturn the state's 2020 election results. And the Justice Dept. is investigating Trump for his role in inciting the deadly Jan. 6 insurrection, as well as for hiding his possession of highly classified documents.

But Republicans in Congress and Trump's propaganda machine at Fox News, OAN, and Newsmax are trying to stop the prosecution. They’re spreading false claims that any charges against Trump are illegitimate. The MAGA Republicans in Congress are also threatening to cause a federal default if they can't defund any further investigations into Trump's crimes.

We cannot allow these Republican lies to take hold, potentially slowing down investigations or giving prosecutors pause about holding Trump accountable for his crimes. Together, we must show a massive wave of grassroots support for fully bringing him to justice.

That’s why MoveOn has just printed a big batch of these ""Convict Trump"" stickers, and we're giving them away for free, while supplies last. Order your free ""Convict Trump"" sticker now, place it somewhere visible, and share this message with your family and friends. Then, consider contributing to MoveOn’s work fighting Trump’s efforts to return to the White House in 2024.

[PAID FOR BY MOVEON.ORG POLITICAL ACTION, http://pol.moveon.org/. Not authorized by any candidate, candidate’s agent, or committee.]",49.5,499
773282624212573,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,499
1626620697751019,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,499
1629769107487611,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,499
749706413204696,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,499
738902864307200,103496691094956,Freespoke,,"FREEDOM FRIES, LLC",2023-03-31,2023-04-01,,"Donald Trump has become the first President to be charged with a crime after a Manhattan grand jury indicted him on charges related to hush money payments. 

See the full story at search.freespoke.com/3K3sPHI",249.5,74999
555386476727662,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,1499
3515728762047664,175403889150682,FindLaw.com,,FindLaw Consumer,2023-03-31,2023-04-01,,"Former President Donald Trump is in a legal pickle. So many legal pickles it's hard to keep them straight. He has been investigated, raided, sued by the state of New York, sued for defamation, and has now been indicted.",49.5,8499
1309686736622606,552286884792140,theCube,,,2023-03-31,2023-04-01,2023-04-02,"100 days of #ChatGPT craze 🤖 Our analysts recap the week's top tech news, from Elon's plea to pause #generativeAI development to the impact of Trump's indictment on media platforms. #theCUBE  

https://youtu.be/fRLOdF0buzA",49.5,499
939735277376756,175403889150682,FindLaw.com,,FindLaw Consumer,2023-03-31,2023-04-01,,"Donald Trump has been indicted in New York. What happens next? If you're wondering about the arraignment process and what we can expect after his possible surrender, we've got you covered.",149.5,17499
667819862015274,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,499
520223000082810,108247581851552,Democracy Defense Fund,,DEMOCRACY DEFENSE FUND,2023-03-31,2023-04-01,,"We all have that one uncle… 🤦‍♀️

Usually that uncle *hasn’t* attempted to overthrow the United States government and been indicted for hush money cover-ups. But we can’t all be so lucky.

Mary Trump created Democracy Defense Fund to take on her uncle’s radical far-right extremist buddies up and down the ballot. 

Could you chip in whatever you can today and help her defend Democracy?",49.5,1499
1230678340918017,1099089066943112,MAGA Louisiana,,MAGA Louisiana,2023-03-31,2023-04-01,,The LIBERALS Have Indicted President Trump! We need to stand up & Support Him Now More Than Ever!,49.5,499
260703336393037,1099089066943112,MAGA Louisiana,,MAGA Louisiana,2023-03-31,2023-04-01,,The LIBERALS Have Indicted President Trump! We need to stand up & Support Him Now More Than Ever!,49.5,1499
